9.459338003082820023e-01,8.937673643848610405e-01,8.464356648690289919e-01,8.616602674211909507e-01,8.761363446371309704e-01,8.817540255616259648e-01,8.714583816579389852e-01,8.753989978099809832e-01,8.955055930837170219e-01,6.804767436615619669e-01,6.721270665213849860e-01,1.166749617731209998e+00,1.053372062540949949e+00,1.094393930142790072e+00,5.906386446640780052e-01,5.282529150388539652e-01,2.160905861840960007e+00,1.696412830201089905e+00,1.594571116485479889e+00,1.568917368800869960e+00,1.533325418672569995e+00,1.456935586975649954e+00,1.366079447248379930e+00,1.310062664201310012e+00,1.346522150371940008e+00,1.325242437720780098e+00,1.091743440394649989e+00,9.458055355050170032e-01,9.099312120320020014e-01,8.796367385492900315e-01,8.655633743458359675e-01,8.937712421109379468e-01,9.666543037478659839e-01,1.072810970600909908e+00,1.150964712492900111e+00,1.229477804867630031e+00,1.331408294226279931e+00,1.413835512039159914e+00,1.478473006962220060e+00,1.571507301876609919e+00,1.690250847949120061e+00,1.852561860464059906e+00,2.018679403088849966e+00,2.259995725206730199e+00,2.551202211467729963e+00,2.915839066719760009e+00,3.327714984758829875e+00,2.843036334188009828e+00,1.940908831312210037e+00,1.312538217582899902e+00,7.416950610675230315e-01,6.856677379548620221e-01,5.276851247674889667e-01,8.903421264456830020e-01,5.944388461911379595e-01,8.223002001660359994e-01,8.480618191174219556e-01,7.541087591765680553e-01,7.494586023348279724e-01,5.942010946652229730e-01
9.496989768175060354e-01,9.093975011694499511e-01,8.611945446455889774e-01,8.802557686709819862e-01,8.927621904743260339e-01,8.891971562062870316e-01,8.589351145797909926e-01,8.034591662046519644e-01,1.139078663058789909e+00,7.428463908284670403e-01,1.286544558369550062e+00,1.314230711140180086e+00,1.163664316613409966e+00,1.229792793826389952e+00,8.665895879431040338e-01,8.501552862188039850e-01,1.643643789063049976e+00,1.558101587012870048e+00,1.552230972629409900e+00,1.538925499141440056e+00,1.528457709814430077e+00,1.382258975622530084e+00,1.298806421852719994e+00,1.124443180344959936e+00,9.410810693770399471e-01,8.369921373361589589e-01,8.532516152927750452e-01,8.457028396786310243e-01,9.511393762268169905e-01,1.040444066238439991e+00,1.094310556738139928e+00,1.175164945257650029e+00,1.229708035781720055e+00,1.287913338654909978e+00,1.313697343800299899e+00,1.364786002405099952e+00,1.456659623015500005e+00,1.541986178079779890e+00,1.634061877936600071e+00,1.717386951753449909e+00,1.863780437866439987e+00,2.062657350524430111e+00,2.279508170536019840e+00,2.593826137448980163e+00,2.975112450126240038e+00,3.458403972155330131e+00,3.648848279117709925e+00,2.929085896337829897e+00,1.981052371827560110e+00,1.417261036975210109e+00,8.070547383198709568e-01,8.045554877288190188e-01,4.915873127118319807e-01,7.379953632817419784e-01,4.393950007950909731e-01,6.880000727917939818e-01,8.750152896962279936e-01,8.738614603570350470e-01,9.904096777514039829e-01,8.181099616471190217e-01
9.763272834579349579e-01,9.849644004560149657e-01,8.780368524541010133e-01,8.873193472104879964e-01,9.113236984081339864e-01,8.956565930593689551e-01,8.742424799418120340e-01,8.187279383140669831e-01,7.821201439360040419e-01,9.259075705634279840e-01,1.165129493099690050e+00,1.382177648248400059e+00,1.221494041860579971e+00,1.209435863223530028e+00,9.690927517654499557e-01,8.448211232479490018e-01,1.983791642574820102e+00,1.816435985597459890e+00,1.785441024851490033e+00,1.733609353071779990e+00,1.557226308950200089e+00,1.295387658825899901e+00,1.136326308560120069e+00,1.000644957465290030e+00,9.231242691497499875e-01,8.184178904976030511e-01,9.222170549169480536e-01,9.547741125978379539e-01,1.151475467574289979e+00,1.285629419273669916e+00,1.346434239510359898e+00,1.439486647371519989e+00,1.517195958642659992e+00,1.598982174178140037e+00,1.641086572381400099e+00,1.728561356045900110e+00,1.888978328685579910e+00,2.011020833399149943e+00,2.139968348256640063e+00,2.333393831506980209e+00,2.697021566167100204e+00,3.044982670011370018e+00,3.586397974493969798e+00,3.961099147923130115e+00,4.486340829552699638e+00,4.354849677683019671e+00,3.898825700929439808e+00,2.474914389877989951e+00,1.821980476382659919e+00,1.423270402105669907e+00,1.373015150814320018e+00,1.446245477262990020e+00,1.291966767292290097e+00,1.285506204092109916e+00,1.095649598202180108e+00,8.236246765601390463e-01,6.092749557543309935e-01,4.889677602138929879e-01,3.823327454058920161e-01,3.249864892859359866e-01
9.896579194882859642e-01,9.511510201761940175e-01,8.998217912336450297e-01,9.267056488467989572e-01,9.587189083067380047e-01,9.796684891530169637e-01,1.005703792867769897e+00,1.034914686754550006e+00,1.168798966498769909e+00,1.098787038386090043e+00,5.006449158206529582e-01,8.526895423469249558e-01,9.250293454751059574e-01,1.022673396110109989e+00,8.813304925943690193e-01,8.692119713862389574e-01,1.908987709076060080e+00,1.644494040413629898e+00,1.585030097983709974e+00,1.610608597694749955e+00,1.655754241405350102e+00,1.701143783793799935e+00,1.740212428915379972e+00,1.779758483740150110e+00,1.794452209849590085e+00,1.806028624378889891e+00,1.698852512791739988e+00,1.452308189657570026e+00,1.270189501637400076e+00,1.128790646268650111e+00,1.235601453385599902e+00,1.282577954467609915e+00,1.392071157139779913e+00,1.491896030478139901e+00,1.547606334010350082e+00,1.580767770474390099e+00,1.716928927130799920e+00,1.751316746159929938e+00,1.769696886237990041e+00,1.828973013655629920e+00,1.958135728469339920e+00,2.025180734219230061e+00,2.151187216585869866e+00,2.128276372049779930e+00,2.104543657417590197e+00,1.967362654595409932e+00,1.888657664177920026e+00,1.634528240138410027e+00,1.346022656170960063e+00,1.069567016458240039e+00,9.184300027878099515e-01,9.160081730111999665e-01,7.885368690423799620e-01,7.175299790591469495e-01,6.250262365680420151e-01,6.049832440366700315e-01,5.211925921175869503e-01,4.445964066678109727e-01,3.941654311189859983e-01,3.502425873062349759e-01
9.524815171861670260e-01,9.450591880140459811e-01,8.564980072475839590e-01,8.731748154824030550e-01,8.888366048568729916e-01,8.947450024326879525e-01,8.794375375806060546e-01,8.662141831744929465e-01,9.331391145450159685e-01,5.141490368934760191e-01,8.406802853891299776e-01,1.298221514615929939e+00,1.061899226998620049e+00,1.242974106465490003e+00,7.602661693986489944e-01,1.038851046816479995e+00,1.826156732157669937e+00,1.611702011741269924e+00,1.525329636798250066e+00,1.517089846162609890e+00,1.522358707177980053e+00,1.517079476414560091e+00,1.555111560155369999e+00,1.546073596672969952e+00,1.507557390383609919e+00,1.510812173346669951e+00,1.335256551496730060e+00,1.139030143094889924e+00,1.061968246087630074e+00,1.040107336916880065e+00,1.068063607783509950e+00,1.163680716987270047e+00,1.233877049048409891e+00,1.267489916013299966e+00,1.288340845557220060e+00,1.332620360978389984e+00,1.412257659380669939e+00,1.478399176989219965e+00,1.548806322551540049e+00,1.644679184381580006e+00,1.740278070863330084e+00,1.890244002583530092e+00,2.062494955164240196e+00,2.222323954926369804e+00,2.459720552453839915e+00,2.731656670478240123e+00,3.107961414534460065e+00,2.887275056276390028e+00,2.207603117986390195e+00,1.696389702566549973e+00,9.899108936991030117e-01,9.582092116194009801e-01,6.039252225852750344e-01,9.077145567243779523e-01,4.933938428899670159e-01,6.854111426801290374e-01,8.993568718265769757e-01,1.010763380910959963e+00,1.187842691909299919e+00,1.235189790545540012e+00
9.922778892441900256e-01,8.761035919259330118e-01,9.080860663839009916e-01,9.228095192188040530e-01,9.430042682415310518e-01,9.617986834945699837e-01,9.546205609760529676e-01,9.619358457533799811e-01,1.033412705031250045e+00,6.939775766536879775e-01,6.721006073706230488e-01,1.184142462863480016e+00,1.072536720271920041e+00,1.167503830902959949e+00,7.497890411324039661e-01,5.526961477580679682e-01,2.156296660141320043e+00,1.704987415572740028e+00,1.608321921013720068e+00,1.579405409073820099e+00,1.602885897921489944e+00,1.554755452786539927e+00,1.503057147402359961e+00,1.339227513488820076e+00,1.361790656057100035e+00,1.094156480118720021e+00,9.892657244410999473e-01,9.182710391719109966e-01,9.345722278375769854e-01,9.543224103819619719e-01,1.008765588206810060e+00,1.142902300341779975e+00,1.280533018283209978e+00,1.413992845162159950e+00,1.463157425623770047e+00,1.488212677089590041e+00,1.550373536325289958e+00,1.591938504055800063e+00,1.654514451437989919e+00,1.728342059777999928e+00,1.863201351088650037e+00,2.004184795736160041e+00,2.165171860340890042e+00,2.340652273552069840e+00,2.594343388705360187e+00,2.901140882780040009e+00,3.114797997018230014e+00,2.790322210098480138e+00,2.146329491873640194e+00,1.698279794268600096e+00,1.014542073251750054e+00,1.020252340428829951e+00,6.025797987939539579e-01,9.489995953804629680e-01,4.833220443144939926e-01,6.530545025237419754e-01,8.723415627896450308e-01,9.292008713998860525e-01,1.162472731260770109e+00,1.093188922254459960e+00
1.131829903714850039e+00,1.013671717275260065e+00,1.026270943321540008e+00,1.052007032113480012e+00,1.078204891970730106e+00,1.102708023593619968e+00,1.106549538686669942e+00,1.155119630423460109e+00,1.354782146971829970e+00,5.460026611394670493e-01,7.150517737184279854e-01,1.263443165837019988e+00,1.172651916354680024e+00,1.207172443756360014e+00,7.120577684837330334e-01,5.428009882818000120e-01,2.207718043422000065e+00,1.812327991288630091e+00,1.715914810425489989e+00,1.703617784727130102e+00,1.738769156069909894e+00,1.783468857985510025e+00,1.808107482643279917e+00,1.768081684611269910e+00,1.666971840560909968e+00,1.500914531340509894e+00,1.301867723706580104e+00,1.156383160764379969e+00,1.069240592876260054e+00,1.003491907445930087e+00,9.588005595685620275e-01,9.683740901741340057e-01,9.904541945055550523e-01,1.021213210850340003e+00,1.060591489634459927e+00,1.178810088157459912e+00,1.374161047894099985e+00,1.551523889846069926e+00,1.671157177522329951e+00,1.756471761742349980e+00,1.852464430158379916e+00,1.969907827643049947e+00,2.046858367678059842e+00,2.168141186367650075e+00,2.381338425358889843e+00,2.657152842521369962e+00,3.056866227742850217e+00,3.159046436053730034e+00,2.844775633638370049e+00,2.344465682418429786e+00,1.343193547360320039e+00,1.246226121600110037e+00,7.513094008744619634e-01,1.086423290608989900e+00,6.131846464052700396e-01,8.615671431714260198e-01,1.101314291925610034e+00,1.124897217668000104e+00,1.350776802086379957e+00,1.227829217375489890e+00
9.908402956357550417e-01,8.715962964288099801e-01,8.944354781785409658e-01,9.250357757711800133e-01,9.446287698523589960e-01,9.424611520876899906e-01,9.261247612967069553e-01,9.510277929492180204e-01,1.067449126135679993e+00,6.493096846839380154e-01,9.411636002477400398e-01,1.327038920475839934e+00,1.151879752166959925e+00,1.314097743997759915e+00,7.773497897373580212e-01,8.672640325233960112e-01,1.752883750226410076e+00,1.647434597628339992e+00,1.600438785201260039e+00,1.479250602549410099e+00,1.213945563406239936e+00,1.196265039120010032e+00,1.134339582889970055e+00,1.112170723608639999e+00,1.083590544272639900e+00,1.100290142731449983e+00,1.058705879204099976e+00,1.117818070537379915e+00,1.130378995560070043e+00,1.127348828684940019e+00,1.158418425143610042e+00,1.226843152088169964e+00,1.264104769161459974e+00,1.305997021372820033e+00,1.318189708049190001e+00,1.363806323162070067e+00,1.448670820519680102e+00,1.526321632420230001e+00,1.614705030726679924e+00,1.737958593216740066e+00,1.889178159994890027e+00,2.077774020928860210e+00,2.319682414107420154e+00,2.615589524874259997e+00,3.038531930985040042e+00,3.679229137233469782e+00,4.077596677848849716e+00,2.865966801908269801e+00,1.709263017905880089e+00,1.220132715444369964e+00,6.464532777070459701e-01,6.036219938743330182e-01,4.181594582388409864e-01,6.363187465736539483e-01,4.236964949170670125e-01,6.579094233016650195e-01,8.026178381125019801e-01,8.393548551307330463e-01,1.013749451592719897e+00,8.278936906329229517e-01
1.118826634629999983e+00,1.037827234433100099e+00,1.008983442597670033e+00,1.030273482232539894e+00,1.051891151289050086e+00,1.067761112808260027e+00,1.054144343723379951e+00,1.068105332779919925e+00,1.178737957021970040e+00,6.569330664434209766e-01,8.905301760309209946e-01,1.443366568158259922e+00,1.303941293070220109e+00,1.350363436965440034e+00,8.557237873427869790e-01,7.916998351606320261e-01,2.149523287377829828e+00,1.843903015808149970e+00,1.776825953627269916e+00,1.782453273493949997e+00,1.766019952499880086e+00,1.688427417583949985e+00,1.783420306187720072e+00,1.707291718506080080e+00,1.579522905519209930e+00,1.410904298716330052e+00,1.213601364301899910e+00,1.041720830808489984e+00,1.005543563978440025e+00,1.037942091932970046e+00,1.107086747754159939e+00,1.236045018881229973e+00,1.349193713493600066e+00,1.475023175664639918e+00,1.456087460922729893e+00,1.507866749274759943e+00,1.605672510077390092e+00,1.688240081424150052e+00,1.761803425054329963e+00,1.834927343328990101e+00,1.995493019065009976e+00,2.176829614997000117e+00,2.371836860359960220e+00,2.605194918110230073e+00,2.875483361662459991e+00,3.129740710530899861e+00,3.371118860052789934e+00,2.817961131751649972e+00,1.991998539888069963e+00,1.457552151357359937e+00,8.480339638525280499e-01,8.062547798465200533e-01,5.049061394654410506e-01,9.807218092400930010e-01,5.498541882649969903e-01,8.022709607141089716e-01,9.986302937623839915e-01,1.010360762592660056e+00,1.156534222014530044e+00,9.112793258948750363e-01
1.083776010530580036e+00,1.047310700937579941e+00,9.756572497826330181e-01,9.954095443755099915e-01,1.016364030666419893e+00,1.016083413103920030e+00,9.988136519484419606e-01,9.483344571494549680e-01,9.890801614317760171e-01,1.204136086896189894e+00,1.148795902943950065e+00,1.373513713749209941e+00,1.260930615948260058e+00,1.196955947646249907e+00,8.509275460428490367e-01,9.465330149435899898e-01,1.899119576890730077e+00,1.533584149380299966e+00,1.759423708198599945e+00,1.698581767374429896e+00,1.547966097564470012e+00,1.363501658408359907e+00,1.182242014864580026e+00,1.060701487659029940e+00,1.019635036590500032e+00,1.075730845830030091e+00,1.081430064550300107e+00,1.106510224654120078e+00,1.206693973783099949e+00,1.242810343928600014e+00,1.274057231843910065e+00,1.325614474481789928e+00,1.377775106760289914e+00,1.428873139345409937e+00,1.449780527731270086e+00,1.549000506971720093e+00,1.636489920439269996e+00,1.742481741552730057e+00,1.859151620238179925e+00,2.036470829285760065e+00,2.114918860155820202e+00,2.388448012146719979e+00,2.616936372756439866e+00,2.840599209062439900e+00,3.135660393586789940e+00,3.282090210160249821e+00,3.271853212145920065e+00,2.714218852126319970e+00,1.927962894469730015e+00,1.323966043936940062e+00,7.745736871493620335e-01,6.862278999500579513e-01,5.689342279233959854e-01,8.272533688767249593e-01,6.356829526380419759e-01,9.299208764846530473e-01,1.150584538985309990e+00,1.122804824803149915e+00,1.285205446856269917e+00,9.735446082483000252e-01
1.011952711172040109e+00,9.013131941189309604e-01,9.244264187297750457e-01,9.511599477006109638e-01,9.777576065054109922e-01,9.978059007431270278e-01,1.007808975587769940e+00,1.031764447164549958e+00,1.104911972903660056e+00,6.898603025889119555e-01,1.095851210509209972e+00,1.381388226572030087e+00,1.270860851179600015e+00,1.327490025479860059e+00,8.538452715719859754e-01,8.885545561514309743e-01,2.027583776482670075e+00,1.889413992381689944e+00,1.868804454083689892e+00,1.800158226562990071e+00,1.618286069896790025e+00,1.360942400075489944e+00,1.271971399899779920e+00,1.298669971382230059e+00,1.288390701017289919e+00,1.263202300544739920e+00,1.234649604461709904e+00,1.185917513688540037e+00,1.254065986824649981e+00,1.343077955700600068e+00,1.392288252031179896e+00,1.486510099768489912e+00,1.590275317966610036e+00,1.697284019754629947e+00,1.760803139296950093e+00,1.879396300794369923e+00,2.019616807637929945e+00,2.137144669836899880e+00,2.187488408743679891e+00,2.192027062444489971e+00,2.095424185891490154e+00,2.044666695721510052e+00,1.896498201413240103e+00,1.820204846996950065e+00,1.734844387466329962e+00,1.618337957300189922e+00,1.492140182813600058e+00,1.252809014274359978e+00,9.819641214635570492e-01,9.018350949754080359e-01,6.219630590102089851e-01,6.779008100039409790e-01,5.411356086645849883e-01,7.204612242046339876e-01,5.174629868518340059e-01,5.437209412033959799e-01,6.022723583824339810e-01,6.642253622270239966e-01,8.014316738932349971e-01,7.295854583355869671e-01
1.065104362720100006e+00,9.969980231887209943e-01,9.536144223223810279e-01,9.815750466071719860e-01,1.010324270593820017e+00,1.030305997087489933e+00,1.033641231754240053e+00,1.051037422385769915e+00,1.110456765329209894e+00,7.573872453571069974e-01,9.079661015681049774e-01,1.303189086462100077e+00,1.232290230309230017e+00,1.152025529021780015e+00,7.690573021683839716e-01,6.622802233014849493e-01,2.104688760649970014e+00,1.872921112384910103e+00,1.806200042618870016e+00,1.685010329042879951e+00,1.416495649078840069e+00,1.146119387567910097e+00,1.250805670810630099e+00,1.049700462013779978e+00,1.124225113999840042e+00,1.246582878991709942e+00,1.183140035473539964e+00,1.169576308327699987e+00,1.187261144852920003e+00,1.198870961083180031e+00,1.233378107491259978e+00,1.340222370844639910e+00,1.431625209812130040e+00,1.509490937821180045e+00,1.560780472888469994e+00,1.615701149198139897e+00,1.749189121379189915e+00,1.865013216301379950e+00,1.970891681734449952e+00,2.142275655795020217e+00,2.405021154600239797e+00,2.694361177755649983e+00,3.011464527083150156e+00,3.285609746347819993e+00,3.653625460566760186e+00,3.789117713065000004e+00,3.382807399740130005e+00,2.280290606658009978e+00,1.487224351301970060e+00,1.061536522283150097e+00,7.879263132008740289e-01,7.947454343957760514e-01,7.694285721618859819e-01,9.835895232242950481e-01,7.088003506309390467e-01,7.322079247818239489e-01,6.453130385355120291e-01,5.774061987181270394e-01,5.391712227375380362e-01,4.519811978124180230e-01
9.782222665900499603e-01,1.020881901528700064e+00,8.817469498485069890e-01,8.941464434753779722e-01,9.035295405196770435e-01,9.108412131358739616e-01,8.882337720426840555e-01,8.471502147944129923e-01,7.675441825889359748e-01,9.579790326035440007e-01,1.268181739544189890e+00,1.288301465549970048e+00,1.198555737377009933e+00,1.285970974121910082e+00,7.643772699549009619e-01,5.587237019479219802e-01,1.651004720254519942e+00,1.911472914002160017e+00,1.620364907744340055e+00,1.633161396157519984e+00,1.611125532151550077e+00,1.526278146155340076e+00,1.386548056600430012e+00,1.256258193380280108e+00,1.111015538051280060e+00,1.015772400156730093e+00,1.009043363193790066e+00,9.947532400480050274e-01,1.052526428805319991e+00,1.109452666529699982e+00,1.114141286889589910e+00,1.310139060288169954e+00,1.378749031592410024e+00,1.381531996460269918e+00,1.348081151716250092e+00,1.349525217590360038e+00,1.392664076015029950e+00,1.436858703454420016e+00,1.492970547210370036e+00,1.562777490690850035e+00,1.649827385381970046e+00,1.777918380391720010e+00,1.940570035685859951e+00,2.048051388318799848e+00,2.219954606751629811e+00,2.418362619012079939e+00,2.627581701946100079e+00,2.527836106246589942e+00,2.196198963279190064e+00,1.799394613045800062e+00,1.127696339363309930e+00,1.113803939897449968e+00,7.265014014959989552e-01,1.028089677064550012e+00,5.932559254207839805e-01,7.652284132815200257e-01,1.004545006534250051e+00,1.105865645542380094e+00,1.187032871174910076e+00,1.169245815864540017e+00
1.061341459457249892e+00,1.142103909895020086e+00,9.519155837236400464e-01,9.881220545523869969e-01,1.010396177538599893e+00,1.034255063341489977e+00,1.040860734550959954e+00,1.060120959859720102e+00,1.114194907755299946e+00,1.417343524132500088e+00,5.514168333690560031e-01,9.597210996011199535e-01,1.138398624077820109e+00,9.114568433113280355e-01,9.212310760598829695e-01,6.188301779985030393e-01,1.371408882795640105e+00,2.038644527269770190e+00,1.798226144396489978e+00,1.721783391086459947e+00,1.705675274960190002e+00,1.784367910176279937e+00,1.807607845367019905e+00,1.846007695170470031e+00,1.834314549314929987e+00,1.803277327636590099e+00,1.640013030586630061e+00,1.456388115390709892e+00,1.338884797669140037e+00,1.204504197033799962e+00,1.092022021928660047e+00,1.042697649795949921e+00,1.040263990929990001e+00,1.083240734832570107e+00,1.126926775044569951e+00,1.205471732626490100e+00,1.289944587376949947e+00,1.369055410496929914e+00,1.402257454932219982e+00,1.449860541866220043e+00,1.564207585993220073e+00,1.639537632783389931e+00,1.786269932428069973e+00,1.871347975225259974e+00,1.986847777540869942e+00,2.197464477276839911e+00,2.481621948610389872e+00,2.565463972642699986e+00,2.360545745998030132e+00,1.993249376564669939e+00,1.239237609166689902e+00,1.238407346230520067e+00,8.075601717019990078e-01,1.135789907932510001e+00,6.066943403775499899e-01,7.145033251862450419e-01,8.986520376752370476e-01,9.809512265442910106e-01,1.062476060498990016e+00,1.109476850056950070e+00
9.525822620590489453e-01,1.010077334684190031e+00,8.547800020803859589e-01,8.745020493418910190e-01,9.179108905895909665e-01,9.186061044136749620e-01,9.333599839652569896e-01,9.626184666188749572e-01,9.935147865067049944e-01,1.449099617608679891e+00,4.378845800156109802e-01,9.378320036533630555e-01,9.527265599772339888e-01,8.542773863337820295e-01,6.876117905887380033e-01,5.672865357344819559e-01,2.073865507605419989e+00,1.743762507325439914e+00,1.565654073555549974e+00,1.551871305534370027e+00,1.604460010239330048e+00,1.567938166404430067e+00,1.606253069980490000e+00,1.662727343327530027e+00,1.702366940355269920e+00,1.536466664183939956e+00,1.676561142957629924e+00,1.640566509846240084e+00,1.550810537153819890e+00,1.343032656657960011e+00,1.157727530735570109e+00,1.032663617840750003e+00,1.006672588549879954e+00,1.010953480781140001e+00,9.554606097141199461e-01,1.066660470106920000e+00,1.095392087999369934e+00,1.174254265040439948e+00,1.237187336263319892e+00,1.268728937439939974e+00,1.388384042654970063e+00,1.450679229954809912e+00,1.555760721053849993e+00,1.636363720694379964e+00,1.744055295018489993e+00,1.907069737535630027e+00,2.135446153310919915e+00,2.272395719805579972e+00,2.248140523078140163e+00,2.058713176775820219e+00,1.354707449760889970e+00,1.288497797611970030e+00,9.761758195822189954e-01,1.270310520339980043e+00,6.883052035265659896e-01,9.179891165756729476e-01,1.176356815885589935e+00,1.222826934436660018e+00,1.411119576344749937e+00,1.225456474318729949e+00
1.199905263469730032e+00,1.135591800616380098e+00,1.072514461748069969e+00,1.101066072345590063e+00,1.127524358285979966e+00,1.149523284056370054e+00,1.133167019389029972e+00,1.122094626851809940e+00,1.089036068412400082e+00,1.797564718627550073e+00,1.240537979151659975e+00,1.453019836023230038e+00,1.340460787526490005e+00,1.372725356565740018e+00,1.115449598200979997e+00,1.155769095134520086e+00,1.993495182825250067e+00,1.936085714240360023e+00,1.924893686439850038e+00,1.921475272776099974e+00,1.808988083775519895e+00,1.429814385851589931e+00,1.391508660888550075e+00,1.400994307745830003e+00,1.377935018503499975e+00,1.339060182322650006e+00,1.301841780976519924e+00,1.238242064282339960e+00,1.319698317669629972e+00,1.346890086179749924e+00,1.402302034598239988e+00,1.471560503116049912e+00,1.526370561932040015e+00,1.578488701205770006e+00,1.616645953641919986e+00,1.672940958013670043e+00,1.809996989792370004e+00,1.912172898861880022e+00,2.037921922073079983e+00,2.191523322416629949e+00,2.389000036863289989e+00,2.602971358434820193e+00,2.914853268227469929e+00,3.320881151515009844e+00,3.969167439970699984e+00,4.677009834652939624e+00,5.266645880990609818e+00,3.807338401765270053e+00,2.304960523212849832e+00,1.533322586187880088e+00,8.734982311401200405e-01,8.563381141028739707e-01,8.097136125048119970e-01,1.136348484811400050e+00,9.056130849408560168e-01,1.076080984683009945e+00,1.187962965537580073e+00,1.188003285113240048e+00,1.265348360562950081e+00,9.953249702653099718e-01
